sentence,emotion
I forget how much I miss my tribe til I have limited access to talking to them. Spotty internet in the country so I won't be here long.,0
its my last friday of my high school years!,0
Is sick today,0
"@Smileyquanta oh, is it good? I've been wanting to watch that movie but nooobody would watch it w/me",0
@KristinHolder aww i'm sad  i didn't get to go to your going away party!  stupid work!,0
About to go to my last theater lunch  im gonna cry.,0
"I am writing the most boring part of my paper. Hmm. The sun is shining and I do not feel like working on this, however I have to",0
"@taylorswift13 soooooo wish i could, but im in school and myspace is completely blocked",0
@WerewolfJacob Thank you for the shout out..when you get time to chat with me come back! I miss you terribly,0
wow.. tomorrow and then it's over. i'll never see some of those people again. it's kind of sad.,0
HES BACK!!!!! OH NOES!!!! have you missed me?  Work has been insane and the band has really taken off so i haven't had a moment to myself,0
i never get any followfridays,0
@xkaraxcupcakex  I'm sorry. This is all so sad.,0
"@Laura_McKay2009 sadly no, sitting inside as mobile signal won't work in the garden   I'll be opening the wine at bang on 5pm though!",0
@xjaded25x not helping!,0
Stuck in office till 5. It's so warm outside,0
"@dwhelan I've wondered about rake to.  The client has made it clear .NET only, don't force devs to learn a new lang  #agile #ccnet",0
Oops spent too much already lol 50 quid gone,0
"i've been sick for the past few days  and thus, my hair looks wierd.  if i didnt have a hat on it would look... http://tinyurl.com/mnf4kw",0
"Recession hit Veronique Branquinho, she has to quit her company, such a shame!",0
@apostropheme i'm a real BOY goddamit!!!!!!!!!!!!!! guh. apostro. i feel sad. the library lady thinks i'm stupid. SHE'S STUPID.  j,0
Where's  poss   i miss him,0
I'm at my saddest right now. I lost my mobile phone earphones. Waz feels a little incomplete and I feel the same,0
if i wasnt workin in 5 hours id be gettin ratarsed to the point where i couldnt even see let alone stand up...THAT is how shit i feel,0
@streetztalk physics  the most boring class ever!,0
"@katcal i'm relying on my mobile, which lacks reception. Trying to help, but just looking silly",0
@lewace11 that sucks man,0
"Grew fat today  GSS was so hxc I saw a full house Chanel, JC, Pedder Red and Ferragamo! How great is the economic downturn.",0
No more mrs. reilly,0
"Wah, my fav whattaburger location is closing on the 31st. Damn. Good thing I'm moving.  Damn  Mon/fri won't be the same",0
Gotta go now .. i'm going to Circus .. the real Circus not Britney's Tour  sadly ..,0
need some Pizza...can't get out of office,0
@mycaricature My pleasure and sorry to hear about the pollen thing,0
@claireyjonesy LMAO i want him to reply  booooo you @tommcfly REPLY TO ONE OF US lmfaoooo,0
@Tiffany_in_VA I'm not getting your updates to my phone  I'm trying to figure it out but it makes me sad!,0
Is home from MARCO ISLAND and missing it and my girls already...back to work!,0
i only hav 8 followers                 !,0
oh...my foot's hurting now. About 5 minutes after I took it out though.,0
not feelin so hot,0
"My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa",0
@davidtreynolds but but but. I want steak,0
Parents decided to drop in on their tour-de-US. The whole family is at my house. I am at work,0
@Rainbowcentre No  sadly its not  bit disappointed will try again later see if i change my mind,0
i cant hear anything outta my left ear,0
At work  oh no it's the first day of monthly visitor ahhhhhh,0
Anotha day of work  not lookin forward i hate closin fri,0
@mgiraudofficial  i'd give anything to be there. too bad i'm in tennessee.,0
this hot day is making me tired,0
@AdInterim Still jealous,0
@kevholditch It's NOT good.  1 of our directors said we could go home and the other said back to work  boo! It was good while it lasted.,0
My stomach hurts so bad,0
I dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though,0
@TheReal_RedBone stop that babe u makin me feel very bad now! :/,0
Sick kid trumps advance planning.  Bummer,0
@Sweena ... so I can't charge you by the hour then?,0
@Pharriell nothing  let's stay quiet together. ps: did you cry?,0
So effing tired  http://bit.ly/e0ZFz,0
Only four hours and fifteen minutes until three day packing spree!!! Ugh work,0
@benjamin_cook you make me sad. Why do I like in canada? I can never watch these things. I should move. Know anyone who needs a roommate?,0
@SuFiGirl35 well that's no way to start the day off !!!,0
Jus back after watching Night at a Museum 2......would rate it 5 on 10,0
Didn't bring connector for camera on trip...saving new photos will have to wait another week...,0
Its so sad,0
@mixxxonn we watched the today show(: we didnt see you though,0
Have spent half of the day troubleshooting something that wasn't even within my control. Clusters doesn't always mean high availability.,0
I have a headache. And I have nobody to keep me company.   _wants.to.be.a.kidd.again&lt;3,0
I think I may cry. I just sold my 97 civic. Its no longer mine.,0
I hate when you cant sleep,0
"@aianna21 @nandiaramos Sadly not, no. They're his colleagues and it's a work party",0
"@JonathanRKnight I wish I was there.I've just moved from San Diego to WA and I'm very depressed, I miss sunny San Diegoooooooo!!",0
just got off work.... working night shift at the hospital 12 hrs a day is starting to get to me...,0
is really wishing you would just let me go and let me fight this on my own...i'm tired of feeling like shit because of you!!!,0
didnt do my devos...  hopefully my day doesnt suck because of it.,0
Havnt gotten any in months  my ex seems into dating but there isn't that spark anymore  still in love with loser who left me,0
@pistol62 Is the Bee to Busy to talk to his buddy on Yahoo?,0
has work to go to.,0
Getting into the swing of things. I miss someone,0
Ughh none of my apps are working !  phone why do you hate me !,0
Work...,0
@Kay26 *sigh* me miss them days !!,0
New issue of @olivemagazine in the office...desperately want to flick through but have so much to do. It'll have to wait,0
"@JonathanRKnight actually, I wish I was back in Tahoe.  I miss it there.",0
mcdonalds mccafe tastes like chewin on a cigarette butt.  I miss my sonic card,0
@marvelvscapcom doesnt work already,0
@epiphanygirl i am so upset i didn't get tickets... 3 of my all time FAV artists at one venue,0
"is upset, I left my phone at home again",0
@AsiaRain22 @ the expensive of their workers welfare  other than that they are the shit !,0
Checking out Ciege Cagalawan's S/S Collection and I am regretting that I did not see his collection tonight  I got invites!,0
"I didn't get the job at Stuff Magazine  Dammit, that would have been amazing!! Oh well.",0
@DinoB937 ask mark if he still has that old blink sense of humor!! i miss it,0
going out on thursdays is a terrible idea. i knew there was a reason i haven't done it all quarter. *pops advil*,0
is exhausted.,0
"@RetroRewind i have to wok a nite shift tonite so will miss it  please DM me, i promise i wont tell anyone else ;0) !!!",0
@althearicardo: 3 hrs to go pa ako,0
Field day is sad. No ribbons for me.,0
@jasondjkim i knowwww.. i cant deal. this 9-5 life is not for me,0
@kjNYC it's depressing,0
Have $#@&amp;!!! Malware on my work PC!  I miss having an IT dept,0
At work... What a miserable day,0
I feel like such a failure this morning,0
Finally finished exams &amp; home not watch Otalia &amp; the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP,0
I think i need some new friends,0
Finishiing up the Training Exercise in New mexico..  Not looking forward to the 19 hour bus ride home this weekend.,0
@1capplegate still sad about Samantha Who?,0
a bird flew into window at my parents house and snapped his poor neck. gotta bury him,0
looking out window is depressing it is so beautiful out and I am in here,0
@iAlejandro Aww I thought you forgot me last night. I was  I hardly have my twitter on my phone so just text me in the evenings ok?,0
"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea.",0
might have to go back much earlier than expected. bye bye bay area,0
Covering for @grnturtle its slow today &amp; lonely,0
@macmuso not in Hobart sorry,0
"@JerryAZ most definately! They are having a hard time, cuz I'm so young &amp; never saw this, but I wrkd hard making cars &amp; now I'm disabled",0
None of the people I talk to in my P.E. class are here  I'm going to be so bored all period.,0
"@kellykfog Totally unsurprised that Dave isn't coming back to 10@10. But Annalisa is wrong for it, opposite of big warm mellow Dave.",0
why doesnt he want me anymore,0
"If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I'll be sad.",0
binstruct suffers from an update of the mib package... and the developer of that package is on holidays,0
@GarethCliff my heart hurts for them. Imagine how shit their skin will be when they're twenty from all the stuff they smeer on it. shame,0
I think my computer is sick,0
@jessiemayumi Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml,0
@DonnieWahlberg I'm not feeling very inspired today...I was suppose to be @ the B'ham concert tonight!,0
@JonathanRKnight welcome back! I'm stuck in jury duty today.,0
This weather is awful! I just want to curl up and read a book all day,0
@NacMacFeegle Sad to see...despite my being glib about it,0
@TheRealScarab and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,0
@Sadandbeautiful That sucks about your prints. Sorry,0
has the day open until 4. don't know what to do. everyone is leaving today,0
Watching Scrubs season 2. Oh I'm gonna miss that show,0
Not a happy bunny,0
@kiddshow @deviantlysweet @causeimrossome still no shout out for Spider,0
Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!,0
@Doonytime I have no Minstrels   I might have to grab some from the petrol station before I head back to work.  They are delicious!,0
Hope ur all havin a nice Friday! Been feeling down this past week since my dog's passing...,0
"*sigh* my @ubank USB died on my this afternoon. R.I.P, you will be missed! I hadn't even had the chance to parade you around yet",0
Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,0
Lmao i come on mad replies im like damn im missed ... Damn follow friday lmao so im still not important or missed,0
My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal,0
Wants to go sit in a park but should really be painting the bathroom,0
going to funeral today for friend and classmate who died in a car wreck last Friday,0
whenever it rains it's so hard to get motivated,0
I wish yesterday was Friday,0
":O Looking through my old stuff and found a record from my old band! Well,a band that I was in for about a month. Ever heard of  ?",0
"going to eat with my aunt soooon, not getting ready just changing.   i hope today is a goood day  idk i miissss himm",0
@CEO_INTHEMAKING :aw,0
The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.,0
bored well its not like any one can see this i havent got any friends,0
(@zachflauaus) Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,0
feels not good at all,0
Last day for seniors bye bff,0
@HilaryKennedy i would share mine. but i have no hair,0
"W4M: No clever headline, Sorry  (Salt Lake City) 29yr http://tinyurl.com/mpoghc",0
Happy Sammy is going 2 here 2morrow!! But unfortunatly I'm not gone be able 2 go 2 the club he performing @,0
"just woke up, its laura's last full day here  Last night we watched embarrassing home movies",0
"Heading to the gym.  The group of guys that USED to go with me has all quit...well, except for Brandon.   Makes me terribly sad",0
Nothing like yoga to clear the mind and make you realize how crappy things really are,0
GAWD!. If only that dream actually happened last night....,0
last day working for Tend,0
"my ipod came back to me after visits to cali, china, and alaska...but its at home and im @ work...",0
is *ugh* what a miserable looking day. 54 degrees. Where did summer go?,0
spent all morning watching Eddie Izzard's Glorious! SO funny... realli shud hav studied thou...,0
gutted!!! vodafone wont repair my faulty Samsung Omnia due to non existent water damage  grrrrr,0
Just started raining in earnest... guess golf is off for today...,0
"pff, Life sucks sometimes!",0
http://tinyurl.com/nqudrt - Hurt my finger at work,0
"http://twitpic.com/61ov1 - @martinhiggins  i ahte stress, its supposed to be friday! it makes me wanna cry",0
@lilabiem awww  don't do this to meee haha now you're gonna make me saddd,0
You know that 'rule' that says always point the knife away from you? Just  learned my lesson on that one! Straight through my finger!,0
I think my cheap sunglasses are falling apart. Oh well,0
getting bored of walking up and down the stairs,0
@Juicytots you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!,0
"I'm officially on holiday! A week in Center Parcs, no internets  bye my peeps, see you when I return...",0
@ozzblair  hugs for the bad day you're having?,0
"NO! Keyboard Cat is/has been dead for YEARS! Play yourself off, Keyboard Cat.",0
I'm feeling very alone at the moment   Mh..I'm going to leave now.,0
im gonna fail this test miserably in history,0
Back to reality... boo,0
#asylm yay registered but lost all my friends,0
good news: my flat is great at regulating temps. in the heat. bad news: its sodding lovely outside and i'm working!,0
All the people I talk to are GONE,0
@1outside a jo; tak nic no,0
@woodywoodford unfortunately I didn't leave the house in time,0
"Overslept. While the extra sleep was nice, it does play havoc with the days to-do list.",0
Getting my phone taken away,0
My cat has been missing for 2 days. I am freaking out.,0
all my worms either escaped or died  bums!,0
Dam only 5 votes  not gonna win anything now,0
I'm sick!  it sucks! IM me! ohbabayy33,0
Just Finished My English Final...Just One Step Closer To The End.,0
"My leg broke, now I am waiting untile i can go again",0
@forgetmaine there's a 9 year waiting list to get an appointment.,0
Bummer... I missed Taylor Swift on the Today show!  Those were my only plans for the day!!!,0
should not have waled past the Quad! I want to be outside having fun.,0
@HBSExecEd that was the class I was keen on. Guess I have to wait for next summer. bummer.,0
"@Visadharah I'm still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job",0
@SeanLights Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I &lt;3 Your Hair!,0
another rainy day,0
@TheCubs Cubbies at an even .500. So what else is new?  No matter: Beat dem Bums! #chicago #baseball,0
"@evonmichelle It's my mum's. LOL They haven't got me anything yet.  Sad, Sad... haha",0
"@Wizardess I got a coupon, but I couldn't register it because you have to be in the US",0
"horrible dreams last night  also had one in which i was employed...sigh, if only.",0
"Sorry if I'm unsociable I'm loading up stock in the shop, mums making me",0
Traffic jams are rubbish. Anyone know what's going on on the A48 between Cowbridge and Cardiff? We're stuck both directions,0
"another gorgeous day here in Pau...will be home this time in 2 weeks though, such a depressing thought!",0
Good Morning Folks 13 more days to go! and sadly 2 more days of the Giro  but that means the Tour is not too far away,0
"Drop the girl she's only got it for your heart she's sure to leave broke and bleeding, and you know she'll turn her back on you.  I lo ...",0
@billbathgate ....any  sorry wahh!! lub u toooo ;),0
@LuvinMeSomeD That's how it was for me in March...it came sooo slow..then it was over in a heartbeat,0
Finally back from the stupid holiday ! Missing the fit bar men though,0
@GavinHolt i wish i was outside,0
"ooh@LuLu_Bell whatchu goin as? Monsterpalooza's this weekend for us.  on the no Ink, i won't be a stressed contestant this year! Miss U X0",0
@bimbler I have too much work to drink now.   but I do love afternoons in the pub.,0
i got ill and tomorrow iï¿½ve got birthday...,0
@jimmycarr I've been sat sunbathing in the bombed out church all day and left and missed you,0
watching chicago. @bambamonline honeyyyy im with you I miss me some hey arnold! and wild thornberrys,0
Congrats to ALL Graduates! Such a Beautiful thing &amp; Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY SAD!,0
@SoSimplyMe. I'm sitting here with this girl that urk my nerves damm yo,0
"well,only one week left of my holidays,sad sad",0
"@AndresHenriquez thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn't work",0
MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO,0
@izzyvideo Izzy!!! So sorry to hear that - what a disaster,0
Rainy day today.  No car so we're stuck in the house   I needed to go to the post office too...bastards,0
thanks gourmetcook! But cold shower wouldn't help.,0
@katieeeian143 you're missing the devil wears prada!!!!! sad...,0
My hairstylist left the salon without telling me where she was going.   Damn!,0
"TGIF, too bad the weather sucks...",0
@skoosie probably not. I hate when that happens!,0
PSA::::: Being that I've been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.,0
Just paid my bills now I have no money,0
@pampian I want to know who is that ??.6  I tried to ask P'KIA but he still not reply me  but now he change his status to 'away',0
"Warhammer 40k: Space Marines 'officially' announced, only for 360 and PS3.  No luck for PC gamers",0
@JoeWitless more nightmares?  *huggles*,0
ugh back to work today,0
I hate being young,0
"@RichardMadeley Oh, final msg - Why didn't you review my boardgame Bookchaseï¿½ when you were on telly? We didn't even get a nice letter..",0
Field day.... Gt class...not winning...,0
loves florida but misses her american friends,0
"michael scofiled Noooooo !!  I hate the writer, director n production",0
@1Shan no sir...i woulda put honey...but i don't have any,0
@YankeeGirl20 besides I haven't had strep for like 10 years because of that reason. I'm more tired than anything else,0
darn it. I did it again.!  keep forgetting that darn &quot;D&quot; for DM's.....,0
@jaceypants well piss on that. I can't get into their site @ work nor does it come thru on my phone.,0
@CinemaChic I have the most failures using Lacie drives,0
@AsherUK i wanted to go for my birthday...,0
@omarjdavis lolol...i was trying to do that this morning but sadly i couldnt,0
Another long walk in the heat... I hate this...,0
"Spyed Princess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?",0
"just watched devil wears prada, and i want to live in new york city more than ever. why must i be so poor",0
@Jamjar84 that's mean of them!,0
@acmaurer No wonder I didn't get into Urbana,0
I ran out of Eclipse mints,0
@pennynash I was scared by the Daleks in the DW Exhibition in Cardiff.,0
I ran outta bathroom passes.  maybe mrs. French will be nice today?,0
"for all the effort and time put into some of these relationships with people, you learn enough not to trust anyone...",0
@faulko1 i'm watchign the garden from the window...far too hot for me,0
I slept so late,0
...aw i want classic burger.,0
i always feel last.,0
@CostaVidaFred awwwwww sorry we're going to miss you!,0
@kirstiealley So you wouldn't reply to my gorgeous hot pink shoe then?,0
Okay I lied! I meant this time next week! That is sooo much longer!!  I miss my mommy...,0
"on the way home , no sleep  makeup and pedicure then graduation ceremony",0
@Debut_Steve yes....but now I'm not going to be paid to be in the pub,0
@deegospel Hey Dee... I wish I could make it to the mastermind session tomorrow  I'm in a wedding in Statesboro. hope to chat soon.,0
wishing I got fij,0
@getape I had bad net issues on Weds so couldn't broadcast  Am on tonight tho... tune in for new anthems and bad mixing!,0
Someone stole my new laptop at the airport. haven't even used it. Guess the US economy is breeding a new set of &quot;opportinists&quot;,0
is tanning with emily! too bad its prob gonna rain,0
I think I have hayfever. Not sure due to wearing next to nothing in horrific weather on wed.,0
"@kiso666 omg!!!! I feel bad,  .Was it good?              ;",0
"Lunch time! Feeling really odd today, generally not great",0
Shopped til i dropped....come bac sunshine i miss u,0
@joeburkel Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho,0
@krist0ph3r Anything for @sgElectra. So sorry man  I am not a patsy generally...,0
@Enchanted_Myst I am soooo disappointed that that is what he looks like btw! The image is gone,0
"Once again, I'm dealing with cancer in my direct family. Bugger  Cancel sucks!",0
@KillzoneDotCom  tis a sad day,0
My stomach effing hurts. Sadly there'll be no gym class this afternoon,0
@lestockdrop i wish i was there too,0
@faizis i wish for kiau to go cat heaven too. and meet my seuss,0
@SteveChaiGuy Your Steve Chai sounds awesome. *wishes she had one now* But I'm stuck with: Idon'tknowwhatdamnbrandcoffeethisis,0
Cab is so slow so I will probably miss the first beer...,0
I AM SUCH A CREEPER  I feel disappointed because of it. Damn my cyberstalking skills   the internet = no more privacy.,0
@tinogomes @MarceloN passed away,0
in school w. linda doing nothing  ;i miss you,0
Just got up thinkin about how weird it is w/out our dog,0
@TeeRibbzz noo.. U dont even know how upset I am right now..,0
"Well, @suzylake I discovered I can't swim.  I'm out.  Sorry",0
@gaspsiagore &quot;stunningly beautiful&quot; and &quot;new piece&quot; don't usually go together. Wish I could go,0
shares I miss my niece and nephew. http://tinyurl.com/mrgqdc http://plurk.com/p/x1ap6,0
Experiencing pain with paginating ASP.NET ListView controls,0
i dont get it,0
Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.,0
"Beyonce helps me through the day, I'm starting to get sick",0
Oh my poop. Stupid Twitter won't let me put up a new picture.,0
(@MeowMeowHotMix) My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,0
"My head is starting to ache again, and I have to reinstall operating systems on 31 computers.",0
@hookedonwinter   your picture makes me thristy EVERYDAY!,0
the columbus blue jackes may be movieing to anew city to play at  thats sad news,0
"stupid rain, now our picnic is cancelled till tomorrow",0
Wants to go home with the seniors,0
Philadelphia Phillies' Brett Myers out indefinitely with injured hip - http://tinyurl.com/megxu2 (via @PHI_Phillies) nooooo,0
"Will this rain ever go away, my puppy is getting cabin fever and she doesn't like going out in the rain",0
crying so hard.......,0
"@theguigirl Awwww...thanks!! ;) Unfortunately, everything closes at 4pm in Sweden on a friday. Presentation is 9am Monday.",0
ughhh have a tummy ache,0
Why are we busy ugh I have the largest headache,0
"has had a fab day on placement, But working all weekend.",0
Its a gorgeous day and I'm going to work allll day  Just gotta keep telling myself its for NYC!!,0
"&quot;I only think of you as breaking my heart, I'm trying to keep it together but I'm falling apart.&quot;",0
pengen nonton Friens of mine comeback show di prost beer house kemang besok.. tapi ga bisaaaaaaaaaa..,0
@silenceiseasy no no no lol I cut my bangs like Kate Hudson in bride wars a few months ago and it was super cute. Looks diff this time,0
@shutupandspinx3: yay! Lol. Now I know how you felt when I was gone.,0
@davenavarro6767 Not Columbus but just wanted to say sorry to be missing Indiana show tomorrow. So sad  I will be in the woods with 8 GS.,0
missing ontario..,0
what a bad day 1 of my close relative has died so i wont be going to florida,0
phew! i am MELTING!  stupid fan - you picked a good day to stop working,0
@meeshel that sucks.   did you save any of it?,0
bad grades again,0
@michelleweber  Been there and never at a good time   Your recourse is small claims or you can get a atty involved. But that is more $,0
no internet in my pocket   edge network down in denver  *sob*,0
@kdelbonis Well I can't get Cupcake because I can't connect to T-Mobile's network because my SIM card is corrupted,0
VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.,0
@iamlittleboots all my recording eqpmnts out. a full day 2 myself and minds gone blank. outfit for G-A-Y still nt arrived eitha,0
@alwaysmuah Hey Ruthie girl... u send me all these lovely twitts but never respond!  I'm hurt... how's Mikey and Dion?,0
heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... STUPID MOM FOR MAKING ME GO UP &gt;.&lt;,0
@LolzyluvsJB Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out,0
there's something about this area that makes my tonsils swell up everyday. i don't get it..  i feel slightly miserable. #FF done 4 now!!,0
@RetroBakery I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office,0
"@nettagyrl What makes me sad is when I follow someone I converse with and have similar bios, but they don't follow me back!",0
"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",0
Now I'm all sad because I'll probably never see Fleetwood Mac.,0
I feel guilty bc I think it's my fault the hard drive died,0
Could do with some messages to cheer me up  !!!!! @RobynLouise1993 @leahstakes @MissKeriBaby @jewlear @Celenko @sarahbeeny @Beverleyknight,0
is in the costume shop cleaning and STARVING. Bring me food???,0
"@PhilipHotchkiss Sorry, but I don't see a Twitter user named @TomClain",0
@IamChrisMann I'm just sick of stupid guys but for a moment u make me believe not all of them suck then I get back to reality,0
@thinkgeek curses upon the ridiculously slow internetz at work!  The dang image just now loaded...,0
@flyyKiDDangel lmao I need a shopping partner today.,0
"@LinkedInBrian Unfortunately, I will be nowhere near the beach. I have fam in that area, too.",0
darn it that was supposed to be a haiku but the formatting failed me.,0
Really wants to buy new clothes,0
walk was grand peeps lol feet are really hurting now thought  xx,0
How could they kill him? Hollyoaks made me sad.,0
i need to get my life together aka my apartment all cleaned and back how it was before my birthday,0
- me and my mom's cars were broken into.  I feel violated.,0
My car is in the car hospital for the nxt 7 days  I gotta go pick up a loaner car b4 6! Bein without wheels 4 7day will set me back heavy!,0
@tcwmatt oh no!!!  well..... When you get back lots of pictures!!!,0
"@cheetham Alas, we can't broadcast the lunches as we have no bandwidth in those rooms",0
I SO should've gone right now!!! *wish I could alter time!!  *,0
Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.,0
@deadlyknitshade  OOh but you soon get to meet the dung mice!!,0
"Awh, its the last day of the tour  I'll miss hangin w/@sendoutscuds and Children 18:3. Soooo...let's make it an awesome nite in OK!!",0
"@semipenguin they are gone after I restarted TwetDeck  , and I wanted to follow  the peeps that I got posted frommy friends :/",0
@Brookeleeadams Gutted you won't be on live office girls anymore,0
Taking my brother to the airport  Then gym.,0
@esatt you don't wanna see me while you're here?,0
just got home from school and from the wake of my friend's father.  so tired..,0
"is off to get her hair cut in the morning, and is not looking forward to spending a weekend alone",0
Life can get soo Dull sometimes what do you do when u have no 1 around  x,0
I'm too busy at work today...it is interferring with socializing,0
"Broke Up with girlfriend, FEELING Very lonely and heartbroken  Sad times guys (N)",0
@LolzyluvsJB Yeaa i'm so sad i've watched her live performances in Peru etc and they are EPIC!   I wish she'd just come to N.I! lol xo,0
the mall i once worked at has turned into a very depressing place,0
(@isabelmariee) oh snap,0
@daaku @danishk lol.. zzzzy in office and I'm alone in my bay again.,0
http://twitpic.com/66q88 - So....I don't have a PE  but I do have a Pocket Artoo!,0
it's raining..,0
@thewordaliveaz  I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,0
"@joinrick cool, not a big user of DM though",0
I really despair over the whole copyright situation http://bit.ly/yLY0I ~ being visually impaired means you don't deserve to read  #sccr18,0
I don't like waiting,0
tryin not to fall asleep at work...,0
My wife lost her sprint blackberry 8330 on a bike ride in AM.  Anyone have an extra BB laying around? retweet,0
@QueenBofMakeup I need to do some more post but I don't have time on this tour  ........... Apologies to all my supporters.,0
@jvfriedman can't! need to work on overtime project at lunchtime.    Sorry!,0
"So now, I have conjunctivitis in my left eye. Is this a sign of something? What did I do wrong to deserve this?LOL I'm dying people!",0
is very disappointed that cadbury chocolate blocks got smaller,0
Hicks are mean!,0
I miss my baby,0
@myhaloromance My camera is brokennn,0
@hippyofdoom I didn't even get a chance to shop @ Aldi!,0
@bunburyette Come online! I need someone to talk to,0
@Jenfidel Thanks I decided to just give up on my old HQ and go with this account. Scoundrels won,0
My back is killing me. Stupid softball,0
"Again, I'm stuck in traffic jams ... Somewhat starting to be the same situation every day. That's sad, really",0
Irony: Inventor of Ford Mustang can't keep his car   http://tinyurl.com/lpmvtk via @JeffHolton:,0
@morethanfine I wish we could make a quick trip to LA in July  I miss LA,0
@THE_WOCKEEZ @DonnieWahlberg Don't wanna miss ANY of your shows...you guys kick it! Sad to say...my plane is in the shop...,0
Conference call arranged for 4.30pm today just blew my leaving early out the window,0
@AyeshaM13 bored in class. I wanna go home.,0
@Subville ...snuggles you back......everyones telling me to get over it ...but ive had her 15 years  x,0
Why do you hurt me? Does it bring you joy to see me cry? You know I love you more then anything and yet u break my heart everyday!,0
"My feet are killing, I've walked miles in search of an art shop...doesn't seem like Ealing has one",0
RIP to officer Edwards. May GOD continue to bless his family. What's up wit cops killing cops. Seen the same thing happen on &quot;The WIRE&quot;.,0
I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me,0
@agoodeye I am soooo disapoointed I couldn't make it  I will be there next time! Glad it was productive.,0
why does zero have to have thomas in it?,0
@frazzel It wouldn't let me download it cos it said I'm the UK. I had a little cry.,0
Ahhh I'm engulfed in shooooes. Who told me to buy so maany damn shoes,0
@hummingbird604 yeah it can be tough some times..,0
Another day in jury duty.,0
is very upset to see carys and donna go today    miss you both hugely already!!! (Yes ok its only been like 3 hours) haaa..waaaah,0
is sitting at home wishing that i didnt have to work today. ask for it off and still have to work,0
"I was so close into entering Pogue 's book today &quot; World according to twitter&quot; , yet now I seem so far.!!!!!!!!!!!!",0
On the road again. I miss my traveling traveling partner,0
i wish i could go to meet in the middle tomorrow.,0
@GatorsNow my feelings are hurt,0
Oh man....my fiance just got off work and I start mine in 1 hour....so not fair.....,0
@Lizzidoll I wish I was in va too,0
"@MikeandBobShow   Awww, that wasn't very nice.",0
Frank from UPS' last day today...  sad to see him go   best delivery guy EVER!  Hope the new guy is NOT a fucktard...,0
@jacobmaestas I don't think I'll ever have one of those again,0
@wethehunter there is no sun here in florida..it's all rainy and cloudy.,0
its so sad when the dad dies  hakuna matana it means no worries for...,0
@_supernatural_ http://twitpic.com/6695k - Awwww poor boys! *cries* So sad..,0
@andyjih Yep...sadly I only had 10 min before a meeting!,0
@ohitsbigron Dang... that IS disappointing,0
"TGIF.,..i wish that saying applied to me, but i work Saturdays",0
damn i miss my bf,0
@THE_WOCKEEZ I'm missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,0
"@anomalei Well, I'm glad I'm not the only one! Mine's so bad I'm having to resort to pulling out the old hairband disguises...",0
I'm going to stop tweeting and do my LSAT studying now.,0
"@glamorousamanda I wish i could have a pole, we got no space for it  maybe i should throw out some furniture and get a pole",0
what am I going to do without my @brandinmusic?!  SKYPE! haha,0
"I miss my Jeep  Now I have to bum a ride to the dreaded, horrid Walmart. Boo.",0
Damn fallout 3 is a hard game,0
@LiamJHayter  Chroma Key coolness ... When are the cumulus seminars going online couldn't see the live feed here,0
@freecitysoul my film didn't come out  the camera was broken. lamesauce.,0
"@lifeasiceyit Yessum.  We'll see how this year goes... maybe I can head back in Oct, when the rates go down. I wanted to go for my bday",0
